Date,Close,High,Low,Open,Volume,RSI,SMA_50,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2014-11-30,378.0469970703125,382.5270080566406,373.3089904785156,375.510009765625,9194440.0,52.56595547253428,367.91881958007815,1.9966165991065168,0.2273303629779735,1.7692862361285433
2014-12-01,379.2449951171875,383.6619873046875,376.66900634765625,378.2489929199219,11763000.0,53.0914804531097,367.93273925781256,2.3577697060012497,0.4707867758981652,1.8869829301030845
2014-12-02,381.3150024414063,384.0379943847656,377.8630065917969,379.25,12364100.0,54.039010591491106,367.7507592773438,2.77898403833791,0.7136008865878605,2.0653831517500496
2014-12-03,375.010009765625,383.0260009765625,374.3460083007813,381.7219848632813,13340100.0,50.68098689270803,367.23355957031254,2.5743635549115425,0.407184322529194,2.1671792323823484
2014-12-04,369.60400390625,378.6549987792969,367.7590026855469,375.7179870605469,14529600.0,47.93076737942217,366.7301794433594,1.9534625542722779,-0.17097334248805662,2.1244358967603345
2014-12-05,376.85400390625,379.1919860839844,365.7560119628906,369.4419860839844,15181800.0,51.71502330771843,366.6161395263672,2.023087553152834,-0.08107867488600062,2.1041662280388347
2014-12-06,374.7850036621094,378.447998046875,370.9450073242188,376.7569885253906,7009320.0,50.58515042079385,366.4366796875,1.8895334723654855,-0.17170620453867969,2.061239676904165
2014-12-07,375.0950012207031,376.2919921875,373.2749938964844,374.83599853515625,6491650.0,50.758740312382784,366.1097399902344,1.788093089273275,-0.21851727010471222,2.006610359377987
2014-12-08,361.9089965820313,376.0289916992188,361.885986328125,374.9649963378906,18898700.0,43.722905947018816,365.5570001220703,0.636364862520395,-1.0961963974860738,1.7325612600064688
2014-12-09,352.218994140625,363.0669860839844,344.95098876953125,361.8949890136719,32915500.0,39.400712573069924,364.94447998046877,-1.0462299812588185,-2.2230329930122297,1.1768030117534114
2014-12-10,346.364990234375,352.3840026855469,346.364990234375,352.2049865722656,16427700.0,37.019802065289966,364.14227966308596,-2.8195655125672374,-3.197094819456519,0.37752930688928166
2014-12-11,350.5060119628906,361.3569946289063,338.76300048828125,344.3399963378906,32431300.0,39.791439535440986,363.4892401123047,-3.8464612409464394,-3.3791924382685767,-0.4672688026778625
2014-12-12,352.5419921875,352.9830017089844,349.2909851074219,350.8330078125,16989800.0,41.16244056912231,363.3717401123047,-4.4447604832582215,-3.181993344464287,-1.2627671387939343
2014-12-13,347.3760070800781,352.3810119628906,346.5880126953125,352.3810119628906,11675900.0,38.75126047373179,363.1523602294922,-5.2749622858522685,-3.209756117646667,-2.0652061682056013
2014-12-14,351.6319885253906,353.3160095214844,345.4179992675781,346.7269897460937,12415200.0,41.7771512236539,363.23958007812496,-5.525783271895591,-2.7684616829519917,-2.7573215889435994
2014-12-15,345.3450012207031,351.81500244140625,344.9339904785156,351.3609924316406,17264200.0,38.73300947571628,363.0523999023438,-6.160849604105238,-2.7228224121293105,-3.438027191975927
2014-12-16,327.06201171875,345.8590087890625,327.06201171875,345.6730041503906,30864900.0,31.53640623386118,362.5338598632813,-8.046671681016733,-3.686915591232644,-4.359756089784089
2014-12-17,319.7760009765625,333.9540100097656,315.1520080566406,326.8550109863281,37567900.0,29.207420630628977,361.77701965332034,-10.01368787819007,-4.523145430724784,-5.490542447465285
2014-12-18,311.39599609375,323.7090148925781,304.23199462890625,319.7850036621094,39173000.0,26.759632134805642,361.293119506836,-12.109171751206134,-5.294903442992679,-6.814268308213455
2014-12-19,317.8429870605469,318.5329895019531,306.7690124511719,311.1789855957031,23823100.0,31.514892484124587,360.74387939453123,-13.098646483412097,-5.027502540158913,-8.071143943253183
2014-12-20,329.9559936523437,330.32501220703125,316.04400634765625,317.6189880371094,20856700.0,39.46721545436935,360.5765789794922,-12.758323921738793,-3.7497439827884875,-9.008579938950305
2014-12-21,320.8429870605469,329.6289978027344,318.90301513671875,329.5429992675781,15207600.0,36.0734633060243,360.4784588623047,-13.073258920095498,-3.2517431849161547,-9.821515735179343
2014-12-22,331.885986328125,334.11700439453125,320.42498779296875,321.0679931640625,22315100.0,42.52325706114244,360.59833862304686,-12.290096838544343,-1.9748648826919997,-10.315231955852344
2014-12-23,334.5719909667969,336.2869873046875,329.6019897460937,332.0169982910156,16574200.0,44.003157796553616,360.7386987304688,-11.322182053177983,-0.8055600778605108,-10.516621975317472
2014-12-24,322.53399658203125,334.7409973144531,321.35699462890625,334.385009765625,15092300.0,39.13925335346017,360.5795385742188,-11.395112391026885,-0.7027923325675296,-10.692320058459355
2014-12-25,319.00799560546875,322.6700134277344,316.9580078125,322.2860107421875,9883640.0,37.82056497827615,360.1699786376954,-11.603669145124115,-0.7290792693318089,-10.874589875792307
2014-12-26,327.92401123046875,331.42401123046875,316.62701416015625,319.1520080566406,16410500.0,43.046049555183075,359.74265869140623,-10.92358365593958,-0.039195024117820054,-10.88438863182176
2014-12-27,315.8630065917969,328.9110107421875,312.6300048828125,327.5830078125,15185200.0,38.35086845229627,359.2116186523437,-11.228399284809427,-0.27520852239013216,-10.953190762419295
2014-12-28,317.239013671875,320.02801513671875,311.0780029296875,316.1600036621094,11676600.0,39.16611036673755,358.6466387939453,-11.229489035686242,-0.2210386186135569,-11.008450417072686
2014-12-29,312.6700134277344,320.2669982910156,312.3070068359375,317.70098876953125,12302500.0,37.39767443773787,357.63475891113285,-11.466850096040446,-0.3667197431742082,-11.100130352866238
2014-12-30,310.73699951171875,314.8089904785156,309.3729858398437,312.718994140625,12528300.0,36.643835962886264,356.5110186767578,-11.67634092470621,-0.4609684574719779,-11.215372467234232
2014-12-31,320.1929931640625,320.1929931640625,310.21099853515625,310.9140014648437,13942900.0,42.72587294130138,355.56097839355465,-10.953083921625364,0.20983083648709489,-11.162914758112459
2015-01-01,314.2489929199219,320.4349975585937,314.00299072265625,320.4349975585937,8036550.0,40.11873650826712,353.3747381591797,-10.735773366930857,0.34171311294528195,-11.07748647987614
2015-01-02,315.0320129394531,315.8389892578125,313.56500244140625,314.0790100097656,7860650.0,40.63266078030073,351.26067871093755,-10.380707678738304,0.557423040910269,-10.938130719648573
2015-01-03,281.0820007324219,315.1499938964844,281.0820007324219,314.84600830078125,33054400.0,29.00804921531948,348.9259588623047,-12.692486729533073,-1.4034848079075992,-11.289001921625474
2015-01-04,264.19500732421875,287.2300109863281,257.61199951171875,281.14599609375,55629100.0,25.153306836190225,346.6871990966797,-15.706176494433691,-3.5337396582465743,-12.172436836187117
2015-01-05,274.4739990234375,278.34100341796875,265.0840148925781,265.0840148925781,43962800.0,31.150658189445533,344.4190393066406,-17.06836513201722,-3.9167426366640825,-13.151622495353138
2015-01-06,286.1889953613281,287.5530090332031,272.6960144042969,274.6109924316406,23245700.0,37.31551847425629,342.3946594238281,-17.006566036138167,-3.083954832628022,-13.922611203510145
2015-01-07,294.3370056152344,298.7539978027344,283.0790100097656,286.0769958496094,24866800.0,41.25541978540699,340.77743957519533,-16.114357196763024,-1.7533967946023008,-14.360960402160723
2015-01-08,283.3489990234375,294.135009765625,282.17498779296875,294.135009765625,19982500.0,37.804602176588716,338.8333197021484,-16.108229917432823,-1.3978156122176806,-14.710414305215142
2015-01-09,290.4079895019531,291.114013671875,280.5329895019531,282.38299560546875,18718600.0,41.206925147523286,337.4846795654297,-15.356749419187906,-0.51706809117821,-14.839681328009696
2015-01-10,274.7959899902344,288.12701416015625,273.96600341796875,287.3030090332031,15264300.0,36.45688324312303,335.9636395263672,-15.838378626122392,-0.7989578384901552,-15.039420787632237
2015-01-11,265.6600036621094,279.63800048828125,265.0390014648437,274.6080017089844,18200800.0,33.98782040875427,334.2184393310547,-16.764025733216386,-1.3796839564673178,-15.384341776749068
2015-01-12,267.7959899902344,272.2030029296875,265.20001220703125,266.14599609375,18880300.0,35.09460001087882,332.22289916992185,-17.127812725610966,-1.3947767590895168,-15.733035966521449
2015-01-13,225.86099243164065,268.2770080566406,219.906005859375,267.3940124511719,72843904.0,25.909889512774814,329.2020989990234,-20.562884245971873,-3.863878623560339,-16.699005622411534
2015-01-14,178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704.0,19.614127293976097,325.25719909667964,-26.829599368674167,-8.104474997010108,-18.72512437166406
2015-01-15,209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504.0,31.52337348592705,322.0866790771484,-28.90162311928313,-8.141198998095255,-20.760424121187874
2015-01-16,208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000.0,31.248966142878803,318.8552188110351,-30.335001670450822,-7.659662039410357,-22.675339631040465
2015-01-17,199.25999450683597,211.7310028076172,194.875,207.83399963378903,23469700.0,29.83422744263584,315.3114788818359,-31.817267345994622,-7.313542171963327,-24.503725174031295
2015-01-18,210.3390045166016,218.69500732421875,194.5059967041016,200.0500030517578,30085100.0,33.876073092677636,312.0084390258789,-31.732200995900968,-5.782780657495735,-25.949420338405233
2015-01-19,214.86099243164065,216.72799682617188,207.3179931640625,211.4709930419922,18658300.0,35.50899965192752,308.74471893310545,-30.943204665757207,-3.995027461881577,-26.94817720387563
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.9069976806641,24051100.0,34.783603284885594,305.3861190795899,-30.25528703121026,-2.6456878618676996,-27.60959916934256
2015-01-21,226.89700317382807,227.7879943847656,211.2120056152344,211.3780059814453,29924600.0,40.53253032201092,302.29775909423836,-28.12852202228413,-0.41513828235325434,-27.713383739930876
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558597,33544600.0,42.800805918530834,299.46567901611337,-25.62246350165978,1.6727361906168774,-27.295199692276658
2015-01-23,232.8789978027344,234.84500122070312,225.1959991455078,233.5169982910156,24621700.0,42.65892833307971,296.731178894043,-23.409073981453503,3.1089005686585267,-26.51797455011203
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382807,232.6999969482422,24782500.0,47.93751886186518,294.1510388183594,-20.214138144063355,5.04306912483894,-25.257207268902295
2015-01-25,253.71800231933597,255.07400512695312,243.88999938964844,247.3520050048828,33582700.0,49.88620780554087,291.7296987915039,-17.012280681436636,6.595941269972528,-23.608221951409163
2015-01-26,273.4729919433594,309.3840026855469,254.07899475097656,254.07899475097656,106794000.0,55.87150866969345,289.697258605957,-12.733934144625408,8.699430245427006,-21.433364390052414
2015-01-27,263.4750061035156,275.4800109863281,250.6529998779297,273.1669921875,44399000.0,52.45682030196836,287.7285787963868,-10.03439730506426,9.119173667990523,-19.153570973054784
2015-01-28,233.9149932861328,266.5350036621094,227.04600524902344,263.3510131835937,44352200.0,43.9117077397262,285.3624987792969,-10.163087159158692,7.192387051116874,-17.355474210275567
2015-01-29,233.51300048828125,238.70599365234372,220.7120056152344,233.34800720214844,32213400.0,43.807197310275136,283.105458984375,-10.18016168787426,5.740250017921046,-15.920411705795306
2015-01-30,226.4250030517578,242.8509979248047,225.8390045166016,232.77200317382807,26605200.0,41.91303004617955,280.6238388061524,-10.642950225959567,4.221969183868593,-14.86491940982816
2015-01-31,217.4640045166016,233.5039978027344,216.3090057373047,226.4409942626953,23348200.0,39.5828095775553,277.92227905273444,-11.59908414634134,2.6126682107894563,-14.211752357130797
2015-02-01,226.9720001220703,231.57400512695312,212.01499938964844,216.86700439453125,29128500.0,43.1917257912402,275.51419891357426,-11.457536039693167,2.2033730539501057,-13.660909093643273
2015-02-02,238.22900390625,242.1750030517578,222.65899658203125,226.49099731445312,30612100.0,47.212123261234815,273.24613922119136,-10.318071710792736,2.674269906280431,-12.992341617073167
2015-02-03,227.26800537109372,245.95700073242188,224.4830017089844,237.45399475097656,40783700.0,43.950504121570745,270.8845993041992,-10.182125789691867,2.2481726619050413,-12.430298451596908
2015-02-04,226.85299682617188,230.05799865722656,221.11300659179688,227.5110015869141,26594300.0,43.82704774281249,268.88041900634767,-9.992685925863668,1.9500900205865932,-11.942775946450261
2015-02-05,217.11099243164065,239.40499877929688,214.7250061035156,227.6649932861328,22516400.0,40.921192848755844,266.82711883544926,-10.5075275691419,1.14819870184669,-11.65572627098859
2015-02-06,222.26600646972656,230.50999450683597,216.23199462890625,216.92300415039065,24435300.0,43.07210678314708,265.0445190429688,-10.379923433981048,1.0206422696060322,-11.40056570358708
2015-02-07,227.7539978027344,230.2989959716797,222.60699462890625,222.63299560546875,21604200.0,45.35310554414378,263.2427392578125,-9.723870476062586,1.3413561820195952,-11.065226658082182
2015-02-08,223.41200256347656,229.43800354003903,221.07699584960935,227.6929931640625,17145200.0,43.85587616976842,261.1118594360351,-9.44542552269337,1.2958409083110496,-10.74126643100442
2015-02-09,220.1100006103516,223.9770050048828,217.0189971923828,223.38900756835935,27791300.0,42.70137122869473,259.0971997070312,-9.383038031012973,1.0865827199931566,-10.46962075100613
2015-02-10,219.8390045166016,221.8070068359375,215.33200073242188,220.2819976806641,21115100.0,42.60224903176371,256.85626007080083,-9.248847655767491,0.9766184761909109,-10.225466131958402
2015-02-11,219.18499755859372,223.406005859375,218.07400512695312,219.73199462890625,17201900.0,42.34677108309204,254.54852020263675,-9.090484268327714,0.9079854909045508,-9.998469759232265
2015-02-12,221.76400756835935,222.19900512695312,217.61399841308597,219.2079925537109,15206200.0,43.77855744290924,252.5331204223633,-8.65708213473036,1.073110099601525,-9.730192234331884
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400.0,50.75584779205582,250.86150054931642,-7.128940373899496,2.081001488345912,-9.209941862245408
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500.0,59.44196805901839,249.44944061279298,-4.103905917042255,4.084828756162523,-8.188734673204777
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400.0,49.73472587653631,247.82868041992188,-3.4816506163744805,3.765667245464238,-7.247317861838718
2015-02-16,233.84300231933597,239.52099609375,229.02200317382807,234.8249969482422,28153700.0,49.355821843296795,246.16076019287107,-3.0327874809335356,3.371624304724147,-6.4044117856576825
2015-02-17,243.6100006103516,245.7749938964844,232.31399536132807,233.4219970703125,27363100.0,53.17674076876792,244.7795599365234,-1.86741863672151,3.629594519148939,-5.497013155870449
2015-02-18,236.3260040283203,244.25100708007807,232.33999633789065,243.77999877929688,25200800.0,50.13862697454307,243.2913400268555,-1.5141588008003737,3.1862834840560605,-4.700442284856434
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210935,18270500.0,51.7513096879822,241.6931402587891,-0.9044747250473222,3.0367740478472895,-3.9412487728946117
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007807,23876700.0,53.19175670758541,240.2837405395508,-0.13761124568628702,3.04291002176666,-3.180521267452947
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200.0,53.514519197402116,238.87378021240235,0.5250030314637968,2.964419439133395,-2.439416407669598
2015-02-22,235.9770050048828,246.3919982910156,233.8509979248047,244.54400634765625,19527000.0,49.36017734599781,237.97168029785158,0.3555533161653841,2.235975779067986,-1.8804224629026016
2015-02-23,238.8919982910156,240.10899353027344,232.42100524902344,235.9949951171875,16400000.0,50.76243653375104,237.4656201171875,0.4512767550257877,1.8653593743427115,-1.4140826193169238
2015-02-24,238.7350006103516,239.9010009765625,236.4019927978516,238.9980010986328,14200400.0,50.681036989791714,236.7508401489258,0.5086069647349234,1.538151667241478,-1.0295447025065545
2015-02-25,237.47000122070312,239.33999633789065,235.52999877929688,238.88999938964844,11496200.0,49.98552355987669,235.77646026611328,0.44681607271476764,1.1810886201770578,-0.7342725474622902
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.3370056152344,13619400.0,49.38319052900439,234.6182400512695,0.31002992647322003,0.8354419791484082,-0.5254120526751882
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900.0,58.384887976888635,234.0278201293945,1.5875225636914934,1.6903476930933452,-0.10282512940185184
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.5200042724609,13949300.0,58.583167862849265,233.3049203491211,2.605016343238219,2.166273178112057,0.4387431651261624
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700.0,61.29466571651473,233.0130404663086,3.8462772951458817,2.7260273040157754,1.1202499911301063
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700.0,67.29940781024274,233.21324066162111,6.0088589042100296,3.9108871304639385,2.097971773746091
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300.0,69.29962567078992,233.4913607788086,8.115895983094077,4.8143393674783885,3.301556615615689
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000.0,63.34366401816001,234.43598114013673,8.987383227871845,4.548661289804925,4.43872193806692
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400.0,64.52065880033848,236.39748138427734,9.813928579401107,4.30016531306735,5.513763266333758
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900.0,62.115921791425876,237.65506134033203,10.074053305433324,3.648232031279653,6.425821274153671
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900.0,63.611551078216635,239.01834106445315,10.445283872984788,3.215570079064893,7.229713793919895
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900.0,62.18647705295152,240.52022125244142,10.464975504814447,2.5882093687156402,7.876766136098807
2015-03-09,289.60699462890625,292.70098876953125,273.8930053710937,274.81201171875,59178200.0,68.30309431654575,242.1055810546875,11.577907234068789,2.9609128783759857,8.616994355692803
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800.0,69.06378500978585,243.64356140136718,12.489670825056805,3.0981411754912003,9.391529649565605
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900.0,70.6889840060254,245.34484130859377,13.430149369958656,3.2308957763144406,10.199253593644215
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200.0,68.97813231371329,246.69398132324218,13.852403424849228,2.922519864964011,10.929883559885218
2015-03-13,285.3370056152344,294.4979858398437,285.3370056152344,294.1180114746094,31421500.0,61.805024490076434,247.73260131835937,13.306062397063158,1.9009430697423522,11.405119327320806
2015-03-14,281.885009765625,286.3420104980469,280.9760131835937,284.4419860839844,22612300.0,59.26416270232544,248.7127215576172,12.451008505272625,0.8367113423614541,11.614297162911171
2015-03-15,286.3930053710937,286.52899169921875,280.9960021972656,281.42498779296875,11970100.0,61.4906554667115,249.48364166259768,11.998814837721682,0.3076141398484076,11.691200697873274
2015-03-16,290.5929870605469,294.11199951171875,285.6849975585937,285.6849975585937,21516100.0,63.49269658306866,250.22114135742186,11.84283469349748,0.12130719649936417,11.721527496998116
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200.0,59.45983398233485,250.4617816162109,11.179788028505413,-0.4333915747941628,11.613179603299576
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000.0,42.69559585957435,250.31826171875,8.203079175934306,-2.728080341892216,10.931159517826522
2015-03-19,260.9280090332031,264.2439880371094,248.6360015869141,255.8800048828125,52732000.0,45.32668295026406,250.85852203369143,6.14668227369998,-3.827581795301235,9.974264069001215
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.9559936523437,18456700.0,45.80197768611501,251.42324188232425,4.53098903044895,-4.3546200308418115,8.885609061290761
2015-03-21,260.0249938964844,262.1960144042969,255.6499938964844,261.6440124511719,17130100.0,44.918890332892914,252.09524169921878,3.0759703105855465,-4.647711000564173,7.723681311149719
2015-03-22,267.9599914550781,269.7470092773437,259.5899963378906,259.9169921875,18438100.0,49.72371030176052,253.1051614379883,2.5339358445908147,-4.151796373247124,6.685732217837939
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900.0,49.01575106624117,253.90052124023438,1.9830661702130215,-3.7621328380999337,5.745199008312955
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700.0,38.72460761572779,254.04784118652344,-0.15790567456639337,-4.722483746303479,4.564578071737086
2015-03-25,246.19700622558597,249.19000244140625,236.51499938964844,247.4720001220703,35866900.0,39.11653414248384,254.42642120361327,-1.7854825819149482,-5.0800485229216275,3.294565941006679
2015-03-26,248.5319976806641,254.35400390625,244.90499877929688,246.2760009765625,25730000.0,40.70083271079901,254.8600012207031,-2.8540351700944484,-4.918880888880903,2.064845718786454
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900.0,39.97967115361311,255.45836151123046,-3.7785923248048903,-4.674750434873076,0.8961581100681852
2015-03-28,252.79800415039065,254.2050018310547,246.9750061035156,246.9750061035156,16040900.0,44.0756607581876,256.0690014648437,-3.9996946805297284,-3.916682232478331,-0.0830124480513974
2015-03-29,242.71299743652344,253.13900756835935,240.8500061035156,252.7400054931641,21699400.0,39.057695625483376,256.36818145751954,-4.931844415830312,-3.879065574223132,-1.0527788416071804
2015-03-30,247.5260009765625,249.24200439453125,239.2140045166016,242.8789978027344,23009600.0,42.42650234388461,256.85046142578125,-5.222014502506227,-3.335388528719237,-1.8866259737869897
2015-03-31,244.2239990234375,248.72999572753903,242.73899841308597,247.45399475097656,22672000.0,40.761727031180556,257.33274139404296,-5.653253164937439,-3.013301752920359,-2.63995141201708
2015-04-01,247.27200317382807,247.5410003662109,241.16000366210935,244.22300720214844,22877200.0,42.98567831911519,257.8814013671875,-5.68354804612801,-2.434877307288744,-3.248670738839266
2015-04-02,253.0050048828125,254.46099853515625,245.4160003662109,247.0890045166016,26272600.0,47.01495758294908,258.55780151367185,-5.18518010393808,-1.5492074920790513,-3.635972611859029
2015-04-03,254.32200622558597,256.0429992675781,251.8789978027344,253.07400512695312,23146600.0,47.9254117369564,259.2089614868164,-4.63057058224112,-0.7956783763056725,-3.8348922059354473
2015-04-04,253.69700622558597,255.25799560546875,251.1000061035156,254.2910003662109,12493500.0,47.508204440556774,259.5743615722656,-4.193134967438738,-0.2865942092026321,-3.9065407582361056
2015-04-05,260.5979919433594,260.67498779296875,251.94200134277344,253.7610015869141,19649200.0,52.43217174818672,259.6399011230469,-3.2521237593530827,0.5235335991064183,-3.775657358459501
2015-04-06,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200.0,48.78572557764928,260.0532412719727,-2.8851182724762054,0.7124312687866365,-3.597549541262842
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400.0,47.18552039626412,260.4399810791016,-2.7491335036555995,0.678732830085794,-3.4278663337413935
2015-04-08,245.02200317382807,253.8470001220703,244.21499633789065,253.06399536132807,30086400.0,41.956075870777504,260.4682211303711,-3.2620433629558647,0.13265837662842328,-3.394701739584288
2015-04-09,243.67599487304688,246.1179962158203,239.3999938964844,244.75100708007807,21643500.0,41.14582068421513,260.61522094726564,-3.7340954150288894,-0.27151494035568113,-3.4625804746732083
2015-04-10,236.07200622558597,243.69400024414065,232.77099609375,243.69400024414065,28882000.0,36.81981607917737,260.5310009765625,-4.667968961435889,-0.9643107894101446,-3.7036581720257447
2015-04-11,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200.0,37.268179049725326,260.38646087646487,-5.308149784926201,-1.2835932903203648,-4.024556494605836
